CharityRegistrationNumber,Name,StreetAddressLine1,StreetAddressLine2,StreetAddressSuburb,StreetAddressCity,StreetAddressPostcode,StreetAddressCountry,Latitude,Longitude
CC55676,Gospel Light Bible Baptist Church,1 Rielly Place, ,Mount Wellington,Auckland,1060,,-36.9020013,174.8407071
CC55679,New Zealand Chinese Tennis Association Incorporated,14 Jandell Crescent, ,Bucklands Beach,Auckland,2014,,-36.8893177,174.9145382
CC55684,Te Kupu Ministries New Zealand,4 Heke Street,, ,Kaikohe,0405,,-35.4041192,173.801641
CC55687,Basket of Bread & Fish Ltd,202 Moffat Road, ,Bethlehem,Tauranga,3110,,-37.6962445,176.1126685
CC55681,New Zealand Rural Support Charitable Trust Incorporated,C/ - Robyn Bregmen,1202a Ruakiwi Road , R D 1,Ngaruawahia,3793,,-37.6906252,174.8960363
CC55682,COMMUNITY SERVICE CONNECT TRUST,30 Hill Street,17 Idlewild Avenue,Onehunga,Auckland,1061,,-36.9229519,174.7853602
CC55686,Joyful House Limited,Flat 2,11 Sturdee Road,Manurewa,Auckland,2102,,-37.0145799,174.8857548
CC55685,TCLD Trust,PO Box 4357,, ,Whanganui,4541,,-39.9325588,175.0510577
CC55683,Kahukura Charitable Trust,14 Cooks Lane, ,Heathcote Valley,Christchurch,8022,,-43.573425,172.7088874
CC55692,Tawa Samoan Worship Centre Christian Church,199 Main Road, ,Tawa,Wellington,5028,,-41.1690583,174.8247684
CC55691,Sarbat da bhalla New Zealand Trust,72B Manuroa Road,,,Takanini,2112,,-37.0374293,174.9221929
CC55689,Christchurch EnviroHub Trust,46A Vogel Street, ,Richmond,Christchurch,8013,,-43.5213632,172.6593055
CC55693,Kāpiti Youth Employment Foundation,C/o Fervor LTD Level 1 Unit 1,Kapiti Business Centre 17 - 19 Seaview Road,Paraparaumu,Paraparaumu,5032,,-40.8939016,174.9811342
CC55696,Track Zero Trust,1 Boundary Road, ,Kelburn,Wellington,6012,,-41.2865637,174.7605531
CC55695,Paeroa Children's Art House Trust,13 Wood Street,, ,Paeroa,3600,,-37.3824491,175.6762941
CC55694,The Wellington Japan Festival Trust,c/-o Wellington City Council,Internation Relations 101 Wakefield Street, ,Wellington,6011,,-41.2891819,174.7770598
CC55699,Whakatane Museum and Arts Charitable Trust,PO Box 810,, ,Whakatane,3158,,-37.9521003,176.9943963
CC55700,315 Community Trust,PO Box 84315, ,Westgate,Auckland,0657,,-36.8204928,174.6142864
CC55702,Equip2ExcelNZ Trust,48B Whitaker Street, ,Otumoetai,Tauranga,3110,,-37.6736675,176.1423695
CC55701,Ngati Hinemihi Charitable Trust,23 Hona Road, ,Ngapuna,Rotorua,3010,,-38.1464545,176.2704829
CC55703,ENABLE Tamil Christian Fellowship (An Assemblies of God Church),38 Colson Street, ,Avalon,Lower Hutt,5011,,-41.1917859,174.9496479
CC55705,Christ Church Cathedral Reinstatement Limited,"Level 2,",77 Hereford Street, ,Christchurch,8011,,-43.5319146,172.6340883
CC55708,The Picton Men's Community Shed,Flat 22,Marina Cove Retirement Village, ,Picton,7220,,-41.2898004,174.012709
CC55712,Northshore Therawada Buddhist Temple (NTBT),Flat 1,105 Manuka Road,Bayview,Auckland,0629,,-36.7760488,174.7112404
CC55709,Growers Relief Fund Incorporated,Level 4,20 Ballance Street, ,Wellington,6011,,-41.2813205,174.7777223
CC55697,North Shore Community Toy Library Incorporated,1 Sidmouth Street, ,Mairangi Bay,Auckland,0630,,-36.7391754,174.7543554
CC55710,Bhakti Yoga Women's Trust,175 Vivian Street,City Lodge Apartments,Te Aro,Wellington,6011,,-41.2945401,174.7737721
CC55711,Owaka District Parenting Support Group,11 Burns Street,,,Owaka,9535,,-46.4517838,169.6591908
CC55714,TE TŪHUA KI AOTEAROA CHARITABLE TRUST,195 McLennan Road,RD 2,Whakapara,Hikurangi,0182,,-35.5504832,174.2576348
CC55715,The Supporting Families in Mental Illness New Zealand Charitable Trust,PO Box 165,, ,Greytown,5742,,-41.0805604,175.4587555
CC55717,27Seconds Limited,Flat 8,34 Spencer Street,Addington,Christchurch,8024,,-43.545346,172.6119
CC55719,Walsh Aviation Support Society Incorporated,19 Valhalla Drive,, ,Richmond,7020,,-41.3533218,173.1959186
CC55720,Assembly of God Church of Samoa in New Zealand Petone,36 Garden Road, ,Avalon,Lower Hutt,5011,,-41.1936533,174.9392175
CC55721,Supporting Families in Mental Illness New Zealand (SFNZ) Limited,2A Burmah Street, ,Aramoho,Whanganui,4500,,-39.8921564,175.0859802
CC55722,Mary Potter Apartments Limited,48 Mein Street, ,Newtown,Wellington,6021,,-41.3104843,174.7827524
CC55727,Kaiapoi Food Forest Trust,94 Heywards Road,RD 2,Clarkville,Kaiapoi,7692,,-43.4108478,172.6162591
CC55725,Efalata Trust,62 London Street, ,Hamilton Central,Hamilton,3204,,-37.7836001,175.2785071
CC55726,Cantabrainers Therapeutic Choir Charitable Trust,BrainTree Wellness Centre, 70 Langdons Road,Papanui,Christchurch,8053,,-43.4908394,172.6044288
CC55729,Aotearoa New Zealand Association of Supervised Contact Services,23 Broderick Road, ,Johnsonville,Wellington,6037,,-41.2247394,174.8058304
CC55730,Weave Together,Floor 1,43 Princes Street,Dunedin Central,Dunedin,9016,,-45.8750804,170.5032809
CC55731,OUTDOOR PARTICIPATION 2018 TRUST ,40 Brougham Street, ,Nelson South,Nelson,7010,,-41.2819206,173.2862629
CC55733,Netball Rotorua Centre Incorporated,12 Osiris Street, ,Pomare,Rotorua,3015,,-38.1499459,176.2237727
CC55734,Ngāi Tai Ki Tāmaki Charitable Investment Trust,11 Papakura-Clevedon Road,RD 2,Clevedon,Papakura,2582,,-36.9928433,175.0368344
CC55732,St Matthew's Collegiate School Old Girls' Association,2409 White Rock Road,RD 2,Tuturumuri,Martinborough,5782,,-41.3864408,175.5124069
CC55738,Wellington Goldfields Heritage Society,18 Selwyn Terrace, ,Thorndon,Wellington,6011,,-41.2760127,174.7744262
CC55736,Talent Rise Foundation (NZ) Limited,"Level 3, Central on Midland Park",31 Waring Taylor Street,Wellington,Wellington,6011,,-41.2823155,174.7767591
CC55737,Friends of Bullock Creek Incorporated,149 Stone Street,, ,Wanaka,9305,,-44.7066371,169.1299267
CC55735,The  Sydenham Heritage Trust,40E Stourbridge Street, ,Spreydon,Christchurch,8024,,-43.5592934,172.6157081
CC55742,Whoa Performing Arts Trust,8-14 Henderson Valley Road,"Level 8, 191 Queen Street",Henderson,Auckland,0612,,-36.8818103,174.6292195
CC55740,Connect Futures NZ Charitable Trust,25 Pohutukawa Drive,RD 1,Athenree,Katikati,3177,,-37.4416481,175.962266
CC55743,Lansdowne Residents Association Inc,21 Tarata Grove, ,Lansdowne,Masterton,5810,,-40.9406587,175.6713603
CC55745,Ka Toi Maori o Aoraki Incorporated,94 King Street,, ,Temuka,7920,,-44.2445515,171.2778509
CC55749,Hapai Te Hapori,18 Eccleston Hill, ,Thorndon,Wellington,6011,,-41.2758234,174.7768647
CC55750,Waipukurau Little Theatre Incorporated,19 Ruataniwha Street,, ,Waipukurau,4200,,-39.9960603,176.5579348
CC55748,By His Design Church,9 Moa Street, ,Otahuhu,Auckland,1062,,-36.9425071,174.8374566
CC55752,Pilgrims Bible Baptist Church of Auckland,2B Harris Road, ,Mount Wellington,Auckland,1060,,-36.896011,174.8315916
CC55751,Thrive Coromandel Trust,74 Kapanga Road,,,Coromandel,3506,,-36.7596031,175.4979172
CC55747,Friends of the Dowse ,103 Dowse Drive, ,Maungaraki,Lower Hutt,5010,,-41.2126769,174.8802572
CC55753,Vulnerable Support Charitable Trust,1 Woodstock Terrace, ,Tawa,Wellington,5028,,-41.1702598,174.819682
CC55755,Akitio Beach Community and Ratepayers Association Incorporated,16 Waterloo Street,Dannevirke 4930, ,Dannevirke,4930,,-40.2121021,176.100039
CC55754,Animal Evac New Zealand Trust Board,5 Bennett Grove, ,Newlands,Wellington,6037,,-41.2276746,174.8358508
CC55757,THEY Ministries ,38 Melville Road,RD 3,Awakeri,Whakatane,3193,,-37.9889634,176.867348
CC55758,Alps 2 Ocean Ultra Community Trust,PO Box 121,, ,Oamaru,9444,,-45.0989046,170.9662445
CC55760,Coco's Class Limited,148A Great North Road, ,Grey Lynn,Auckland,1021,,-36.8625856,174.7494857
CC55759,Ngamuka Puna,34 Bailey Street,,,Huntly,3700,,-37.5428299,175.1610678
CC55767,Bright Foundation,142 West Coast Road, ,Glen Eden,Auckland,0602,,-36.9110766,174.6540192
CC55764,Cornerstone Leadership Church ,52 Barnard Street, ,Wadestown,Wellington,6012,,-41.2642198,174.7823112
CC55765,Laura Fergusson Foundation (Canterbury),279 Ilam Road, ,Burnside,Christchurch,8053,,-43.5098847,172.5816238
CC55763,Grace Nepali Church,360 Clyde Road, ,Bryndwr,Christchurch,8053,,-43.5047754,172.5848383
CC55768,The Les Ramsey Trust Fund,7 Tara Place,Snells Beach 0920, ,Snells Beach,0920,,-36.4186153,174.7259093
CC55761,The Aspen Institute New Zealand Limited,7 Coronation Drive,Queenstown 9300,Dalefield,Queenstown,9300,,-45.0329108,168.6637516
CC55762,The Aspen Institute New Zealand Charitable Trust,7 Coronation Drive,Queenstown 9300,Dalefield,Queenstown,9300,,-45.0329108,168.6637516
CC55772,Momentum Charitable Trust,30 Meiklejohn Way,RD 6,Omaha,Warkworth,0986,,-36.3392245,174.7773494
CC55770,Unashamed Charitable Trust,50 Kenderdine Road,Elsthorpe 4277,Waipatu,Elsthorpe,4277,,-39.9126784,176.8104882
CC55774,Mangataiore Trust Board,79 Iwitaua Road,RD 2,Mangamuka,Okaihau,0476,,-35.2032407,173.5419501
CC55773,"Fountain of Salvation Ministry Trust Board, Mangere",3 Tranent Road, ,Mangere,Auckland,2022,,-36.9739296,174.8131016
CC55769,Te Kura o Papatuanuku Wairarapa Earth School,275 High Street South,, ,Carterton,5713,,-41.0337965,175.5194602
CC55771,Awakino Alpine Trust Board,22A Tees Street, ,South Hill,Oamaru,9400,,-45.1030838,170.9680594
CC55776,A & M Parbhu Foundation,PO Box 10129, ,Te Rapa,Hamilton,3241,,-37.7572617,175.2471879
CC55777,Canterbury Safety Charter Incorporated,Simple Strategies ,c/- 194 Williams Street, ,Kaiapoi,7630,,-43.381633,172.6593095
CC55775,Addiction Mental Health Peer Support Services 101 (AMPSS101),24A Church Street,, ,Timaru,7910,,-44.3967693,171.2504252
CC55778,Vogelmorn Community Group Charitable Trust,93 Mornington Road, ,Brooklyn,Wellington,6021,,-41.3141523,174.7641958
CC55781,Moana Harmony,7 Orville Place, ,Mangere,Auckland,2022,,-36.9665977,174.7934109
CC55698,The Children and Discipline Trust,94 Weld Street, ,Wadestown,Wellington,6012,,-41.2648617,174.7725591
CC55780,Dementia Lakes Charitable Trust,14B Parawai Road, ,Ngongotaha,Rotorua,3010,,-38.0854483,176.2175157
CC55779,Waikato University Law Students' Association Incorporated,"Gate 7, University of Waikato",Hillcrest Road,Hillcrest,Hamilton,3240,,-37.7866707,175.3182658
CC55787,Linwood Te Aratai Foundation Charitable Trust,190B Mt Pleasant Road, ,Mount Pleasant,Christchurch,8081,,-43.5671315,172.7178326
CC55785,Bhajan Satsangh Prayer Group Trust,35B Somerset Road, ,Mount Roskill,Auckland,1041,,-36.9112844,174.7418687
CC55784,The Oamaru Local Trust,20 Eden Street,Oamaru 9400, ,Oamaru,9400,,-45.0961245,170.9704001
CC55782,Ruapehu Health Limited,38 Seddon Street,Raetihi 4632,Gonville,Raetihi,4632,,-39.4271986,175.2793073
CC55791,The Methodist Church of New Zealand Te Haahi Weteriana O Aotearoa - Vahefonua Tonga 'o Aotearoa,409 Great South Road, ,Ellerslie,Auckland,1051,,-36.9005605,174.8048142
CC55794,Awhina hoiho,1601 Diggers Valley Road,RD 1, ,Kaitaia,0481,,-35.1836134,173.3036991
CC55790,Focus Maraekakaho Charitable Trust,94 Kereru Road,RD 1,Maraekakaho,Hastings,4171,,-39.6466734,176.6152998
CC55788,Living Grace Ministry Trust Board Auckland,17 Sterling Avenue, ,Manurewa East,Auckland,2102,,-37.0281165,174.9079377
CC55793,Bay Vineyard Trust,54 Rogers Road, ,Bay View,Napier,4104,,-39.4249063,176.8740874
CC55795,OneDay Health,31 Longmuir Street, ,Ilam,Christchurch,8041,,-43.5137124,172.5659269
CC55801,Ara Tuhono Trust,26 Billing Road,Puhoi 0994, ,Puhoi,0994,,-36.5260986,174.6730481
CC55796,Diamond Harbour School Education Charitable Trust,13 Hunters Road,RD 1,Diamond Harbour,Lyttelton,8971,,-43.6301809,172.726946
CC55799,Capital Kiwi Trust Board,25 Owen Street, ,Newtown,Wellington,6021,,-41.3105294,174.7839008
CC55797,Voice of Christ (Levin) Full Gospel Church,2 William Street,, ,Levin,5510,,-40.6162512,175.2728488
CC55800,Wellington Maori Cultural Society Incorporated,55 Karaka Street, ,Wainuiomata,Lower Hutt,5014,,-41.2556283,174.9287446
CC55798,Grace Presbyterian Church Invercargill Trust,C\- 299 Oteramika Road,RD 1, ,Invercargill,9871,,-46.4091884,168.4298518
CC55803,Sikh Aware,25A Arrowsmith Drive, ,Flat Bush,Auckland,2019,,-36.9851301,174.9066358
CC55807,Wairarapa Youth Charitable Trust,167 Dixon Street,, ,Masterton,5710,,-40.9565989,175.6531167
CC55802,Three Rivers Catchment Conservation Trust,299 Oughton Road,RD 4,Tuturau,Gore,9774,,-46.2818849,168.8688811
CC55806,Raroa Marae Trust,25 Raroa Road,RD 1, ,Waimana,3196,,-38.1459572,177.0746017
CC55805,Sri Ganesha Trust (Christchurch),3 Bishopdale Court, ,Bishopdale,Christchurch,8053,,-43.4899308,172.5871677
CC55809,Blublokes Limited,7 Piako Road, ,Claudelands,Hamilton,3214,,-37.7796892,175.2843733
CC55811,Aviva Foundation,PO Box 36265, ,Merivale,Christchurch,8146,,-43.5195947,172.6157476
CC55812,Awhero Nui Trust,50 St Marys Road, ,Saint Marys Bay,Auckland,1011,,-36.845605,174.7459308
CC55814,Cromwell Primary School SOKs (Supporting Our Kids) Group,61 Molyneux Avenue,, ,Cromwell,9310,,-45.0451549,169.2037532
CC55815,Alofi Village Incorporated,42 Beach Road,,Te Atatu Peninsula,Auckland,0610,,-36.8369522,174.657237
CC55816,The Lower Hutt Delphinium Trust,3 Rodney Street, ,Waiwhetu,Lower Hutt,5010,,-41.2214184,174.9129068
CC55818,Chinese Cultural Education Trust,PO Box 41236,St Lukes,Mount Albert,Auckland,1346,,-36.8840951,174.7155984
CC55819,Weber Voluntary Rural Fire Force,1 Gordon Road,Weber, ,Dannevirke,4970,,-40.4009337,176.3111466
CC55820,Akitio Voluntary Rural Fire Force,Akitio Esplanade,Akitio,R D 2,Dannevirke,4991,,-40.6190545,176.4146513
CC55821,Takitimu Primary School PTA,15 Evan Street,, ,Nightcaps,9630,,-45.9749731,168.0328833
CC55822,The Incredible Journey Limited,17 Mull Place,Manukau City,Wattle Downs,Auckland,2103,,-37.0490103,174.8940574
CC55817,Christchurch Tagalog Congregation of Jehovah's Witnesses,"13-15 Wrights Road,", ,Addington,Christchurch,8024,,-43.5493588,172.5995757
CC55823,Orewa Elevate Trust,2-4 Loop Road,, ,Orewa,0931,,-36.595955,174.6983929
CC55826,Ehlers-Danlos Society New Zealand Incorporated,Unit 2,21 Alexander Avenue,Torbay,Auckland,0630,,-36.7051239,174.7420575
CC55825,St Bernadette's Home and School Association,16 Forbury Road, ,Forbury,Dunedin,9012,,-45.9001126,170.4844018
CC55831,Ratana Paa Kaihoe Trust,6 Wharekauri Street,, ,Ratana,4581,,-40.0388543,175.1759844
CC55830,Te Manahuna Aoraki Limited,Level 1,5 William Laurie Place,Albany,Auckland,0632,,-36.731833,174.7109853
CC55827,He Kaupapa Kotahitanga Trust Tauranga,21 Fourth Avenue,Tauranga 3110, ,Tauranga,3110,,-37.6910515,176.1667008
CC55833,Matarangi Volunteer Fire Brigade Association Incorporated,201B Matarangi Drive,RD 2,Matarangi,Whitianga,3592,,-36.7336466,175.6617419
CC55832,Tikanga Aroro Charitable Trust,9 Fenruss Street, ,Fairy Springs,Rotorua,3015,,-38.1134183,176.228863
CC55829,The Good Soil Collective/Te Waka One Pai Charitable Trust,30 Colombo Street, ,Cashmere,Christchurch,8022,,-43.564811,172.6374347
CC55834,Clyde Earnscleugh Rugby Football Club Incorporated,20 Whitby Street,Clyde 9330, ,Clyde,9330,,-45.1899561,169.3218823
CC55835,The Space Science Technology Trust,140 Bendigo Loop Road,RD 3,Bendigo,Cromwell,9383,,-44.9378302,169.3292966
CC55837,Marlborough Community Vehicle Trust,2332 Queen Charlotte Drive,RD 1,Ngākuta Bay,Picton,7281,,-41.275421,173.9652942
CC55838,LOUD Creative,73 Waterford Road, ,Fitzroy,Hamilton,3206,,-37.8172995,175.3025602
CC55836,Climate Change Taitokerau Northland Trust,155 Kamo Road, ,Kensington,Whangarei,0112,,-35.7052739,174.3185182
CC55839,Bainesse and Districts Community Development Trust,451 Pyke Road,RD 7,Glen Oroua,Palmerston North,4477,,-40.3850081,175.4076685
CC55840,Mt Albert Residents Association Incorporated,15 Raetihi Crescent, ,Mount Albert,Auckland,1025,,-36.883063,174.707944
CC55844,Foundation Ventures Limited,539 Parnell Road,4 Maunsell Road,Parnell,Auckland,1052,,-36.856603,174.7811877
CC55843,Live & Learn International New Zealand,Flat 4,60 Pilkington Road,Panmure,Auckland,1072,,-36.8956773,174.8546936
CC55841,Whanau First Hamilton,36 Byron Road, ,Enderley,Hamilton,3214,,-37.7696383,175.297023
CC55842,Know Your Status Community Trust,4 Aldo Place, ,Clover Park,Auckland,2023,,-36.9780452,174.8907658
CC55849,Ohura South A3E2C1A,22 Hia Kaitupeka Pa Road,Taringamotu,Taringamotu ,Taumarunui,3994,,-38.8293331,175.3209961
CC55850,Aspiring Youth Development Trust,61B Dyers Pass Road, ,Cashmere,Christchurch,8022,,-43.5740099,172.6331554
CC55854,Community Wellness Hawke's Bay,503 Queen Street West,, ,Hastings,4122,,-39.6368142,176.8399757
CC55851,New Zealand Prayer Network Ministry,5A Ladies Mile, ,Remuera,Auckland,1050,,-36.8828936,174.8087512
CC55848,Uruamo Maranga Ake Marae,15 Chartwell Avenue, ,Glenfield,Auckland,0629,,-36.7839908,174.7325732
CC55845,The Atelier Ministries NZ,Suite 1,284 Trafalgar Street, ,Nelson,7010,,-41.2747955,173.2835559
CC55846,Oākura Pā (Ngati Tairi),47 Clemow Road, ,Fitzroy,New Plymouth,4312,,-39.0478664,174.1061331
CC55856,Reformed Church of Rangiora,22 Rowse Street,, ,Rangiora,7400,,-43.3151364,172.5872516
CC55858,The Norman Francis Paton Charitable Trust,Public Trust Tower,"Level 2, 22 Willeston St", ,Wellington,6011,,-41.2864564,174.7767067
CC55857,R & AJ Francis Charitable Trust,191 Queen Street,"Level 8, Shortland Street",Auckland Central,Auckland,1010,,-36.8484773,174.7651347
CC55859,Presbyterian Benevolent Fund,Floor G,275 Cuba Street,Te Aro,Wellington,6011,,-41.2967194,174.7739625
CC55861,The Chemo Crazies Charitable Trust,139 Chelmsford Street, ,Windsor,Invercargill,9810,,-46.3935909,168.3715121
CC55865,CONGREGATIONAL CHRISTIAN CHURCH IN SAMOA (EFKS) BLENHEIM,28 Cashmere Grove, ,Witherlea,Blenheim,7201,,-41.5376239,173.9476108
CC55866,Oamaru Pacific Island Community Incorporated,26 Ribble Street,, ,Oamaru,9400,,-45.0958721,170.9737496
CC55867,The Taupo Korean Methodist Church Trust,172 Tamamutu Street,Taupo 3330, ,Taupo,3330,,-38.6885316,176.0845558
CC55864,Cambridge Historical Society Incorporated,24 Victoria Street,, ,Cambridge,3434,,-37.8963416,175.471835
CC55863,The Peter and Jenny Vincent Trust,"C/O Perpetual Guardian, Level 8",191 Queen Street, Auckland CBD,Auckland,1010,,-36.8485007,174.7651644
CC55862,Tuturumuri Hall Society Incorporated,3136 White Rock Road,RD 2,Tuturumuri,Martinborough,5782,,-41.4256335,175.4746182
CC55874,Auckland Cavy Care Rescue,19 Connolly Avenue, ,Mount Roskill,Auckland,1041,,-36.901524,174.7548348
CC55875,South Island Dairy Event (SIDE),504 Wairakei Road, ,Burnside,Christchurch,8053,,-43.4896754,172.5695124
CC55870,Queenstown Performing Arts Centre Trust,25 Adelaide Street,Queenstown 9300, ,Queenstown,9300,,-45.0353818,168.6680575
CC55871,Restorative City Whanganui Trust,Unit 1,208 Victoria Avenue, ,Whanganui,4500,,-39.9299013,175.0474733
CC55873,Corduroy Ministry Trust,10 Hauroto Bay Road,, ,Raglan,3295,,-37.8221753,174.9520095
CC55869,The Wairarapa Kaumatua Charitable Trust,PO Box 2042, ,Kuripuni,Masterton,5842,,-40.9581259,175.6486989
CC55872,Māpua Community Wellbeing Trust,208 Seaton Valley Road,RD 1, ,Upper Moutere,7173,,-41.238789,173.0628031
CC55877,Jin Shin Jyutsu New Zealand Charitable Trust,4 Georgina Street, ,Freemans Bay,Auckland,1011,,-36.8484873,174.746475
CC55878,N Z Biblical Counselling Association ,2 Pretoria Street, ,Victoria,Rotorua,3010,,-38.1435731,176.2468389
CC55876,Bunnythorpe Community Centre  Incorporated,5 Maple Street,Bunnythorpe 4478,Bunnythorpe,Bunnythorpe,4478,,-40.2848668,175.630499
CC55879,Silih Asih Foundation,52A Douglas Street, ,Okitu,Gisborne,4010,,-38.6733244,178.0846564
CC55880,Cat Rescue Wanaka,531 Aubrey Road,, ,Wanaka,9305,,-44.6830063,169.1563602
CC55881,King's Leadership College Trust,190 Riverbend Road, ,Meeanee,Napier,4110,,-39.5206636,176.9011679
CC55883,Pourakino Catchment Conservation Trust,267 Longwood Road,RD 1,Tihaka,Riverton,9881,,-46.3433207,167.9402685
CC55884,Rochelle Forrester Trust,14 Longcroft Terrace, ,Newlands,Wellington,6037,,-41.2243515,174.8269435
CC55889,Community Wellness Charitable Trust,28 Te Aroha Street, ,Hamilton East,Hamilton,3216,,-37.7826665,175.2901472
CC55887,The New Zealand Art Crime Research Trust,50 Woods Avenue, ,Matua,Tauranga,3110,,-37.6609248,176.1322973
CC55891,Tinwald School Parent Teacher Association (PTA),131 Thomson Street, ,Tinwald,Ashburton,7700,,-43.923932,171.7191379
CC55888,Teviot District Museum Incorporated,104 Cheviot Street,, ,Roxburgh,9500,,-45.5411755,169.3171158
CC55892,Ruahapia Boxing Academy,8 Lorne Place, ,Flaxmere,Hastings,4120,,-39.6311999,176.7973027
CC55886,Digital Seniors,C/O Carterton Events Centre,50 Holloway St , ,Carterton,5743,,-41.0255784,175.5286796
CC55903,Clinton Flower Show Committee,10 Hawthorn Street,, ,Clinton,9534,,-46.2008092,169.3850498
CC55906,Marlborough Community Gardens Charitable Trust,313 Hammerichs Road,RD 3,Rapaura,Blenheim,7273,,-41.476265,173.9033667
CC55893,Energise Otaki Charitable Trust,7 Main Street,Otaki 5512, ,Otaki,5512,,-40.752176,175.1375716
CC55898,Khmer Krom Association Incorporated,36 Hain Avenue, ,Mangere East,Auckland,2024,,-36.9676495,174.8311017
CC55894,Assembly of God (Palmerston North Samoans) Trust Board,8 Haydon Street, ,Roslyn,Palmerston North,4414,,-40.3363028,175.6352124
CC55904,Waitakere Pacific Wardens Trust,8 Newham Place, ,Henderson,Auckland,0612,,-36.8972374,174.6268393
CC55899,Howick Schools Waterwise Society Incorporated,4R,Granger Road,Cockle Bay ,Auckland,2014,,-36.8931287,174.9417118
CC55905,Nancy Sutherland Sheepskin Trust,C/- Jenny Duncan,PO Box 41,Tai Tapu,Christchurch,7645,,-43.6617489,172.5483774
CC55901,Family Teeth Matters,28 Hepburn Street, ,Freemans Bay,Auckland,1011,,-36.8547567,174.7504317
CC55896,Nelson Surf Lifesaving Club Incorporated,Sealord Marine Rescue Centre,Wakefield Quay,Stepneyville,Nelson,7010,,-41.263551,173.2687764
CC55895,Hyman Marks Trust,83 Victoria Street, ,Christchurch Central,Christchurch,8013,,-43.5253025,172.6313021
CC55902,Earth Gardens Charitable Trust,57 Sandy Road,RD 3,Meeanee,Napier,4183,,-39.5481315,176.8871095
CC55897,Friends of Lumsden School,19 Maria Street,, ,Lumsden,9730,,-45.7416727,168.4487029
CC55900,U3A Nelson Incorporated,21 Seymour Avenue, ,The Brook,Nelson,7010,,-41.2811976,173.2902817
CC55914,Pouakani Marae,57 Moana Crescent,Mangakino 3421, ,Mangakino,3421,,-38.365814,175.775449
CC55907,The Manihiki Community of New Zealand Incorporated,42 Lovegrove Crescent, ,Otara,Auckland,2023,,-36.9601408,174.8779494
CC55911,Whaiora Marae Maori Catholic Society Incorporated,14 Otara Road, ,Otara,Auckland,2023,,-36.9613098,174.8695989
CC55908,Ngahinapouri School Parent Teacher Association,1185 Kakaramea Road,RD 2,Ngahinapouri,Ohaupo,3882,,-37.8981155,175.2052475
CC55910,Sugarfoot Stomp Incorporated,Unit W104 / 28 Torrens Terrace,Revolucion Apartments ,Mount Cook,Wellington,6011,,-41.2988758,174.772982
CC55916,Education is a Right not a Privilege (EIARNAP) Charitable Trust,6 Virtue Place, ,Hokowhitu,Palmerston North,4410,,-40.3636209,175.63353
CC55912,Windsor Park LifeCare Trust,550 East Coast Road, ,Windsor Park,Auckland,0630,,-36.7398462,174.7404972
CC55913,Taonga Hauora Trust,2395 State Highway 1,RD 2,Kaiwaka,Maungaturoto,0587,,-36.1247115,174.43121
CC55915,Auckland Central Chinese Community Coalition Association,4A Cornwall Park Avenue, ,Epsom,Auckland,1051,,-36.8854074,174.7820841
CC55909,"St. George Jacobite Syrian Orthodox Church, Christchurch, New Zealand",3 Orchiston Way,, ,Lincoln,7608,,-43.6503813,172.4777102
CC55919,The Marshlands Hall Trust,260 Prestons Road, ,Marshland,Christchurch,8051,,-43.475584,172.6479988
CC55922,Rangatahi Support Trust,222 Mannering Street,Tokoroa 3420, ,Tokoroa,3420,,-38.2190468,175.871409
CC55918,Hinenui Whanui Charitable Trust Board,299 Gladstone Road,, ,Gisborne,4010,,-38.662645,178.0212894
CC55924,Northern Dance Academy Trust,19A Edkins Road,,,Kerikeri,0230,,-35.2123362,173.9588764
CC55921,Anomaly Dance Group,59 Limbrick Street, ,Terrace End,Palmerston North,4410,,-40.34674,175.6381887
CC55920,Arlberg Ski Club Incorporated,109 Wheturangi Road, ,Greenlane,Auckland,1051,,-36.8894498,174.7868603
CC55926,Windsor Park Community and Multisport Hub Incorporated,Windsor Park,496 East Coast Road,Windsor Park,Auckland,0630,,-36.7409683,174.7390652
CC55931,Lighthouse Independent Baptist Church Incorporated,11 Jules Crescent, ,Bell Block,New Plymouth,4312,,-39.0226871,174.1548375
CC55929,RESPECT TRUST,431 Lake Road, ,Takapuna,Auckland,0622,,-36.7918154,174.7738811
CC55927,Te Hokowhitu A Tu Ki te Rahui Marae Committee,PO Box 2102,Kopeopeo, ,Whakatane,3159,,-37.9619406,176.981257
CC55930,Linwood Islamic Charitable Trust,323 Tuam Street, ,Christchurch Central,Christchurch,8011,,-43.5349396,172.6485465
CC55925,Ovarian Cancer Foundation New Zealand,Gallaway Cook Allan,"Level 2, 123 Vogel Street",Dunedin Central,Dunedin,9016,,-45.8805264,170.503004
CC55932,Congregational Christian Church in Samoa Greenlane Trust Board,72 Gray Avenue, ,Mangere East,Auckland,2024,,-36.9637927,174.8371519
CC55936,The Nattering Knitter,32 William Street,Gore 9710, ,Gore,9710,,-46.0999669,168.9356869
CC55933,Irene Erica Cowan Charitable Trust,"Level 2, 22 Willeston St",Public Trust Tower, ,Wellington,6011,,-41.2864564,174.7767067
CC55935,Thomas and Kathleen McKenna Charitable Trust,"Level 2, 22 Willeston St",Public Trust Tower, ,Wellington,6011,,-41.2864564,174.7767067
CC55940,Fortrose Cemetery Committee,270 Middleton Road,RD 5,Waimahaka,Invercargill,9875,,-46.5368847,168.7811952
